report_id,report_date,location,report_type,report_text,hazard_category,sif_precursor,severity,risk_score,recommended_action
OIL-SAF-04096,2025-11-09,Maintenance Area,Unsafe Act,technician used ladder without proper fall protection during plant operation at the maintenance area.,Working at Height,Yes,High,87,Supervisor review required
OIL-SAF-00930,2025-03-04,Maintenance Area,Near Miss,pipeline maintenance started without pressure isolation during plant operation at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,Critical,69,Corrective action and follow-up required
OIL-SAF-04872,2025-04-15,Gas Processing Plant,Unsafe Condition,operating procedure was not followed during contractor activity at the gas processing plant. Immediate corrective action was initiated.,Process Safety,Yes,High,70,Corrective action and follow-up required
OIL-SAF-02693,2026-04-27,Pipeline Area,Near Miss,gas leak was detected near an ignition source during routine maintenance at the pipeline area.,Fire/Explosion,Yes,High,93,Supervisor review required
OIL-SAF-00247,2026-05-18,Storage Area,Unsafe Condition,work area contained an obstruction during plant operation at the storage area.,Housekeeping,No,Low,25,Corrective action and follow-up required
OIL-SAF-03590,2025-06-14,Pipeline Area,Unsafe Act,process deviation was observed without corrective action during inspection at the pipeline area. Immediate corrective action was initiated.,Process Safety,Yes,High,91,Stop activity and correct hazard
OIL-SAF-01759,2025-04-07,Storage Area,Unsafe Act,materials were stacked unsafely during plant operation at the storage area.,Housekeeping,No,Low,21,Supervisor review required
OIL-SAF-04866,2026-08-18,Maintenance Area,Near Miss,pressure relief system was bypassed during contractor activity at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,High,73,Stop activity and correct hazard
OIL-SAF-02811,2026-03-02,Refinery,Unsafe Condition,equipment was isolated incorrectly during inspection at the refinery.,Energy Isolation,Yes,Critical,76,Stop activity and correct hazard
OIL-SAF-00924,2026-02-03,Workshop,Near Miss,pipeline maintenance started without pressure isolation during equipment maintenance at the workshop. Immediate corrective action was initiated.,Pressure,Yes,Critical,75,Stop activity and correct hazard
OIL-SAF-02881,2025-12-12,Workshop,Unsafe Condition,load was unstable during lifting during plant operation at the workshop. Immediate corrective action was initiated.,Lifting,Yes,High,79,Supervisor review required
OIL-SAF-00269,2025-12-26,Workshop,Unsafe Act,crane load was moved over personnel during inspection at the workshop.,Heavy Equipment,No,Low,20,Corrective action and follow-up required
OIL-SAF-00670,2025-03-20,Pipeline Area,Unsafe Act,chemical container was leaking without containment during loading/unloading at the pipeline area. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,74,Corrective action and follow-up required
OIL-SAF-04476,2025-03-29,Gas Processing Plant,Unsafe Act,alarm was ignored during process operation during loading/unloading at the gas processing plant. Immediate corrective action was initiated.,Process Safety,Yes,High,74,Inspect area and implement controls
OIL-SAF-01911,2025-06-07,Loading Area,Near Miss,worker handled exposed electrical wiring during plant operation at the loading area. Immediate corrective action was initiated.,Electrical,Yes,High,93,Inspect area and implement controls
OIL-SAF-02986,2026-08-05,Maintenance Area,Near Miss,hot work was performed without adequate fire protection during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Fire/Explosion,Yes,Critical,66,Supervisor review required
OIL-SAF-01153,2026-07-15,Refinery,Unsafe Act,gas leak was detected near an ignition source during loading/unloading at the refinery.,Fire/Explosion,No,Low,45,Supervisor review required
OIL-SAF-04818,2025-04-21,Gas Processing Plant,Near Miss,safety goggles were missing during loading/unloading at the gas processing plant.,PPE,No,Medium,35,Corrective action and follow-up required
OIL-SAF-03456,2025-02-20,Refinery,Unsafe Condition,worker stood within equipment blind spot during plant operation at the refinery.,Heavy Equipment,No,Medium,26,Immediate intervention required
OIL-SAF-04242,2025-03-04,Drilling Site,Unsafe Condition,entered tank without permit during inspection at the drilling site.,Confined Space,No,Low,36,Corrective action and follow-up required
OIL-SAF-04550,2025-12-26,Drilling Site,Unsafe Act,work area contained an obstruction during routine maintenance at the drilling site. No immediate injury was reported.,Housekeeping,No,Medium,18,Immediate intervention required
OIL-SAF-02173,2026-08-22,Storage Area,Unsafe Act,safety gloves were not used during loading/unloading at the storage area. Immediate corrective action was initiated.,PPE,Yes,High,82,Stop activity and correct hazard
OIL-SAF-04516,2025-10-11,Refinery,Unsafe Act,process deviation was observed without corrective action during inspection at the refinery. Immediate corrective action was initiated.,Process Safety,Yes,High,96,Immediate intervention required
OIL-SAF-01916,2025-03-06,Maintenance Area,Near Miss,pressurized equipment was opened without depressurization during contractor activity at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,High,85,Inspect area and implement controls
OIL-SAF-00613,2026-04-11,Workshop,Unsafe Act,pressure relief system was bypassed during inspection at the workshop. Immediate corrective action was initiated.,Pressure,Yes,Medium,82,Stop activity and correct hazard
OIL-SAF-02407,2026-03-10,Loading Area,Unsafe Condition,lifting operation was conducted without proper rigging during contractor activity at the loading area. Immediate corrective action was initiated.,Lifting,Yes,Critical,68,Corrective action and follow-up required
OIL-SAF-04206,2025-10-20,Storage Area,Unsafe Act,maintenance was performed without electrical lockout during routine maintenance at the storage area. Immediate corrective action was initiated.,Electrical,Yes,Medium,87,Immediate intervention required
OIL-SAF-01899,2025-06-05,Storage Area,Unsafe Act,chemical container was leaking without containment during routine maintenance at the storage area. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,57,Supervisor review required
OIL-SAF-01650,2025-04-15,Production Unit,Unsafe Act,worker was working at height without fall protection during loading/unloading at the production unit.,Working at Height,No,Medium,42,Stop activity and correct hazard
OIL-SAF-02608,2025-03-08,Gas Processing Plant,Unsafe Act,crane load was moved over personnel during plant operation at the gas processing plant. No immediate injury was reported.,Heavy Equipment,No,Low,18,Stop activity and correct hazard
OIL-SAF-00259,2025-07-21,Production Unit,Near Miss,hot work was performed without adequate fire protection during inspection at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,Critical,89,Supervisor review required
OIL-SAF-00848,2025-12-03,Pipeline Area,Unsafe Act,vehicle and pedestrian routes were not segregated during equipment maintenance at the pipeline area.,Heavy Equipment,Yes,Medium,93,Stop activity and correct hazard
OIL-SAF-04252,2025-11-19,Loading Area,Unsafe Act,confined-space entry permit was missing during equipment maintenance at the loading area. Immediate corrective action was initiated.,Confined Space,Yes,High,55,Stop activity and correct hazard
OIL-SAF-01234,2026-06-21,Drilling Site,Near Miss,worker was not wearing helmet during routine maintenance at the drilling site.,PPE,No,Low,45,Stop activity and correct hazard
OIL-SAF-01128,2026-06-10,Production Unit,Near Miss,work area contained an obstruction during equipment maintenance at the production unit.,Housekeeping,No,Low,22,Immediate intervention required
OIL-SAF-01968,2025-11-25,Storage Area,Unsafe Act,worker handled exposed electrical wiring during equipment maintenance at the storage area. No immediate injury was reported.,Electrical,No,Low,12,Inspect area and implement controls
OIL-SAF-00559,2025-11-29,Maintenance Area,Near Miss,oil leakage was observed near hot equipment during contractor activity at the maintenance area. No immediate injury was reported.,Fire/Explosion,No,Low,49,Supervisor review required
OIL-SAF-03906,2025-04-27,Drilling Site,Unsafe Condition,improper lifting technique was observed during contractor activity at the drilling site.,Lifting,No,Low,15,Supervisor review required
OIL-SAF-00485,2026-06-28,Storage Area,Near Miss,safety gloves were not used during loading/unloading at the storage area. No immediate injury was reported.,PPE,No,Low,43,Stop activity and correct hazard
OIL-SAF-01321,2026-06-27,Refinery,Unsafe Act,maintenance was performed without electrical lockout during routine maintenance at the refinery. Immediate corrective action was initiated.,Electrical,Yes,High,62,Supervisor review required
OIL-SAF-03405,2025-05-23,Gas Processing Plant,Unsafe Condition,lockout tagout was not applied before maintenance during inspection at the gas processing plant. Immediate corrective action was initiated.,Energy Isolation,Yes,High,76,Immediate intervention required
OIL-SAF-00008,2025-02-27,Maintenance Area,Unsafe Condition,damaged electrical cable was found in work area during inspection at the maintenance area.,Electrical,No,Low,40,Stop activity and correct hazard
OIL-SAF-03280,2025-05-12,Pipeline Area,Unsafe Condition,worked inside vessel without atmospheric monitoring during contractor activity at the pipeline area. Immediate corrective action was initiated.,Confined Space,Yes,High,79,Corrective action and follow-up required
OIL-SAF-03190,2026-06-25,Refinery,Unsafe Act,gas leak was detected near an ignition source during loading/unloading at the refinery.,Fire/Explosion,Yes,Critical,86,Corrective action and follow-up required
OIL-SAF-01451,2025-03-03,Drilling Site,Unsafe Act,critical safety barrier was bypassed during equipment maintenance at the drilling site. Immediate corrective action was initiated.,Process Safety,Yes,High,99,Corrective action and follow-up required
OIL-SAF-03981,2026-07-03,Maintenance Area,Unsafe Condition,alarm was ignored during process operation during equipment maintenance at the maintenance area.,Process Safety,Yes,High,70,Inspect area and implement controls
OIL-SAF-01815,2025-04-03,Loading Area,Unsafe Condition,chemical transfer was performed without proper controls during equipment maintenance at the loading area. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,84,Stop activity and correct hazard
OIL-SAF-00774,2025-01-20,Workshop,Unsafe Condition,worker entered the operating area of heavy equipment during equipment maintenance at the workshop. Immediate corrective action was initiated.,Heavy Equipment,Yes,Medium,56,Inspect area and implement controls
OIL-SAF-01012,2025-08-10,Drilling Site,Unsafe Act,poor housekeeping created a slip hazard during loading/unloading at the drilling site.,Housekeeping,No,Low,38,Inspect area and implement controls
OIL-SAF-02819,2026-06-19,Maintenance Area,Unsafe Act,worker stood within equipment blind spot during routine maintenance at the maintenance area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,56,Stop activity and correct hazard
OIL-SAF-03276,2025-11-04,Maintenance Area,Unsafe Condition,process deviation was observed without corrective action during equipment maintenance at the maintenance area. Immediate corrective action was initiated.,Process Safety,Yes,Critical,63,Corrective action and follow-up required
OIL-SAF-01992,2026-08-02,Loading Area,Unsafe Condition,critical safety barrier was bypassed during inspection at the loading area.,Process Safety,Yes,Critical,94,Corrective action and follow-up required
OIL-SAF-01278,2025-05-13,Workshop,Unsafe Condition,worker was not wearing helmet during inspection at the workshop. No immediate injury was reported.,PPE,No,Medium,17,Stop activity and correct hazard
OIL-SAF-01784,2025-10-20,Refinery,Unsafe Condition,crane load was moved over personnel during plant operation at the refinery.,Heavy Equipment,Yes,Critical,71,Supervisor review required
OIL-SAF-03106,2026-05-10,Pipeline Area,Near Miss,damaged electrical cable was found in work area during routine maintenance at the pipeline area.,Electrical,No,Low,14,Supervisor review required
OIL-SAF-00447,2025-11-20,Production Unit,Unsafe Condition,worker was not wearing helmet during contractor activity at the production unit.,PPE,No,Low,19,Supervisor review required
OIL-SAF-00881,2026-07-03,Storage Area,Unsafe Act,safety goggles were missing during plant operation at the storage area. No immediate injury was reported.,PPE,No,Low,5,Stop activity and correct hazard
OIL-SAF-04460,2025-01-20,Loading Area,Unsafe Condition,improper lifting technique was observed during equipment maintenance at the loading area. Immediate corrective action was initiated.,Lifting,Yes,High,80,Immediate intervention required
OIL-SAF-00782,2025-12-28,Production Unit,Near Miss,pressurized equipment was opened without depressurization during equipment maintenance at the production unit.,Pressure,Yes,Critical,97,Supervisor review required
OIL-SAF-01750,2025-12-30,Storage Area,Near Miss,worker entered the operating area of heavy equipment during loading/unloading at the storage area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,60,Supervisor review required
OIL-SAF-03389,2026-01-16,Storage Area,Near Miss,required PPE was not worn during contractor activity at the storage area.,PPE,No,Low,30,Supervisor review required
OIL-SAF-04882,2025-12-17,Refinery,Unsafe Condition,worker handled hazardous chemical without required protection during routine maintenance at the refinery.,Chemical Exposure,Yes,High,65,Supervisor review required
OIL-SAF-00884,2026-08-11,Refinery,Unsafe Act,safety goggles were missing during routine maintenance at the refinery. No immediate injury was reported.,PPE,No,Low,49,Supervisor review required
OIL-SAF-02945,2025-12-29,Loading Area,Near Miss,technician used ladder without proper fall protection during inspection at the loading area. Immediate corrective action was initiated.,Working at Height,Yes,High,56,Supervisor review required
OIL-SAF-01092,2026-02-25,Maintenance Area,Near Miss,vehicle and pedestrian routes were not segregated during routine maintenance at the maintenance area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,61,Corrective action and follow-up required
OIL-SAF-04784,2025-07-05,Storage Area,Unsafe Condition,required PPE was not worn during contractor activity at the storage area.,PPE,No,Low,24,Immediate intervention required
OIL-SAF-00532,2025-05-01,Refinery,Near Miss,worker handled exposed electrical wiring during plant operation at the refinery. Immediate corrective action was initiated.,Electrical,Yes,High,83,Stop activity and correct hazard
OIL-SAF-04023,2026-03-12,Pipeline Area,Unsafe Act,alarm was ignored during process operation during inspection at the pipeline area.,Process Safety,Yes,Critical,87,Corrective action and follow-up required
OIL-SAF-04422,2025-01-22,Maintenance Area,Unsafe Condition,poor housekeeping created a slip hazard during routine maintenance at the maintenance area.,Housekeeping,No,Low,37,Stop activity and correct hazard
OIL-SAF-04099,2025-04-02,Production Unit,Unsafe Act,hot work was performed without adequate fire protection during equipment maintenance at the production unit.,Fire/Explosion,Yes,Critical,86,Supervisor review required
OIL-SAF-01728,2025-03-28,Refinery,Near Miss,scaffold had missing guardrails during contractor activity at the refinery. No immediate injury was reported.,Working at Height,No,Low,26,Stop activity and correct hazard
OIL-SAF-00611,2026-08-17,Workshop,Unsafe Act,worker handled exposed electrical wiring during contractor activity at the workshop. Immediate corrective action was initiated.,Electrical,Yes,Medium,70,Inspect area and implement controls
OIL-SAF-00571,2025-07-04,Pipeline Area,Unsafe Act,electrical panel was opened without isolation during loading/unloading at the pipeline area.,Electrical,No,Medium,49,Supervisor review required
OIL-SAF-02672,2026-04-27,Pipeline Area,Unsafe Condition,flammable material was stored near ignition source during routine maintenance at the pipeline area.,Fire/Explosion,Yes,Medium,70,Corrective action and follow-up required
OIL-SAF-03719,2025-11-28,Storage Area,Near Miss,equipment was isolated incorrectly during plant operation at the storage area. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,93,Supervisor review required
OIL-SAF-00344,2025-07-17,Maintenance Area,Unsafe Act,entered tank without permit during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Confined Space,Yes,High,88,Stop activity and correct hazard
OIL-SAF-03001,2025-07-31,Pipeline Area,Unsafe Condition,person worked near an unprotected edge during plant operation at the pipeline area. No immediate injury was reported.,Working at Height,No,Low,48,Immediate intervention required
OIL-SAF-03140,2025-07-31,Gas Processing Plant,Near Miss,worker was not wearing helmet during equipment maintenance at the gas processing plant.,PPE,Yes,High,75,Immediate intervention required
OIL-SAF-00435,2025-11-20,Refinery,Unsafe Act,vehicle and pedestrian routes were not segregated during equipment maintenance at the refinery.,Heavy Equipment,Yes,High,55,Supervisor review required
OIL-SAF-01904,2025-07-14,Gas Processing Plant,Unsafe Act,equipment was isolated incorrectly during inspection at the gas processing plant.,Energy Isolation,Yes,High,83,Corrective action and follow-up required
OIL-SAF-03805,2026-01-23,Maintenance Area,Near Miss,worker was not wearing helmet during plant operation at the maintenance area.,PPE,Yes,High,88,Supervisor review required
OIL-SAF-04777,2025-09-19,Production Unit,Unsafe Condition,flammable material was stored near ignition source during routine maintenance at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,Critical,56,Immediate intervention required
OIL-SAF-02070,2026-05-02,Storage Area,Unsafe Condition,gas leak was detected near an ignition source during inspection at the storage area.,Fire/Explosion,No,Low,19,Supervisor review required
OIL-SAF-01538,2026-01-17,Refinery,Unsafe Act,stored energy was not released before maintenance during plant operation at the refinery. Immediate corrective action was initiated.,Energy Isolation,Yes,High,91,Inspect area and implement controls
OIL-SAF-02253,2025-10-31,Gas Processing Plant,Unsafe Condition,critical safety barrier was bypassed during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Process Safety,Yes,High,93,Inspect area and implement controls
OIL-SAF-02347,2026-07-14,Drilling Site,Unsafe Act,alarm was ignored during process operation during equipment maintenance at the drilling site. Immediate corrective action was initiated.,Process Safety,Yes,High,96,Inspect area and implement controls
OIL-SAF-01518,2026-01-08,Loading Area,Unsafe Act,pipeline maintenance started without pressure isolation during equipment maintenance at the loading area.,Pressure,Yes,High,68,Stop activity and correct hazard
OIL-SAF-00966,2025-12-12,Gas Processing Plant,Near Miss,damaged electrical cable was found in work area during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Electrical,Yes,Critical,74,Supervisor review required
OIL-SAF-04407,2025-09-25,Loading Area,Unsafe Act,critical safety barrier was bypassed during equipment maintenance at the loading area. Immediate corrective action was initiated.,Process Safety,Yes,Critical,56,Immediate intervention required
OIL-SAF-00529,2025-11-28,Workshop,Unsafe Condition,pipeline maintenance started without pressure isolation during equipment maintenance at the workshop. Immediate corrective action was initiated.,Pressure,Yes,High,67,Stop activity and correct hazard
OIL-SAF-00177,2025-05-28,Refinery,Near Miss,chemical container was leaking without containment during inspection at the refinery. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,84,Inspect area and implement controls
OIL-SAF-03483,2025-11-01,Refinery,Near Miss,confined-space entry permit was missing during loading/unloading at the refinery.,Confined Space,Yes,High,90,Corrective action and follow-up required
OIL-SAF-02544,2026-06-18,Workshop,Near Miss,worker was working at height without fall protection during loading/unloading at the workshop.,Working at Height,No,Low,27,Stop activity and correct hazard
OIL-SAF-04936,2026-08-10,Loading Area,Unsafe Act,critical safety barrier was bypassed during contractor activity at the loading area.,Process Safety,No,Low,12,Immediate intervention required
OIL-SAF-00573,2026-01-13,Loading Area,Unsafe Condition,poor housekeeping created a slip hazard during loading/unloading at the loading area.,Housekeeping,No,Low,7,Immediate intervention required
OIL-SAF-02300,2026-02-17,Gas Processing Plant,Unsafe Condition,critical safety barrier was bypassed during routine maintenance at the gas processing plant. No immediate injury was reported.,Process Safety,No,Low,47,Immediate intervention required
OIL-SAF-03509,2025-07-17,Production Unit,Unsafe Act,worker entered the operating area of heavy equipment during loading/unloading at the production unit. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,75,Corrective action and follow-up required
OIL-SAF-02460,2025-04-29,Production Unit,Unsafe Act,process deviation was observed without corrective action during routine maintenance at the production unit.,Process Safety,Yes,High,99,Stop activity and correct hazard
OIL-SAF-03610,2026-05-08,Storage Area,Near Miss,damaged electrical cable was found in work area during equipment maintenance at the storage area. No immediate injury was reported.,Electrical,No,Low,42,Corrective action and follow-up required
OIL-SAF-04555,2025-05-16,Loading Area,Unsafe Condition,person worked near an unprotected edge during loading/unloading at the loading area.,Working at Height,Yes,High,92,Immediate intervention required
OIL-SAF-02209,2025-09-09,Maintenance Area,Unsafe Act,damaged electrical cable was found in work area during inspection at the maintenance area.,Electrical,No,Low,10,Inspect area and implement controls
OIL-SAF-04721,2025-07-01,Gas Processing Plant,Unsafe Condition,electrical panel was opened without isolation during plant operation at the gas processing plant. Immediate corrective action was initiated.,Electrical,Yes,Medium,96,Inspect area and implement controls
OIL-SAF-02756,2025-05-18,Refinery,Unsafe Act,worker was exposed to high pressure line during plant operation at the refinery. Immediate corrective action was initiated.,Pressure,Yes,High,95,Stop activity and correct hazard
OIL-SAF-00384,2026-02-24,Loading Area,Near Miss,load was unstable during lifting during equipment maintenance at the loading area. Immediate corrective action was initiated.,Lifting,Yes,High,65,Immediate intervention required
OIL-SAF-00853,2026-04-05,Drilling Site,Near Miss,vehicle and pedestrian routes were not segregated during plant operation at the drilling site. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,70,Stop activity and correct hazard
OIL-SAF-01881,2025-02-10,Gas Processing Plant,Unsafe Condition,poor housekeeping created a slip hazard during contractor activity at the gas processing plant.,Housekeeping,Yes,High,87,Corrective action and follow-up required
OIL-SAF-00371,2025-06-28,Drilling Site,Unsafe Condition,worker was working at height without fall protection during equipment maintenance at the drilling site. Immediate corrective action was initiated.,Working at Height,Yes,Critical,71,Immediate intervention required
OIL-SAF-02379,2025-06-09,Maintenance Area,Near Miss,pressure relief system was bypassed during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,High,68,Immediate intervention required
OIL-SAF-04324,2025-09-05,Loading Area,Unsafe Condition,electrical panel was opened without isolation during equipment maintenance at the loading area. Immediate corrective action was initiated.,Electrical,Yes,Critical,57,Supervisor review required
OIL-SAF-01106,2026-03-02,Workshop,Near Miss,worker was working at height without fall protection during plant operation at the workshop. Immediate corrective action was initiated.,Working at Height,Yes,Medium,68,Immediate intervention required
OIL-SAF-03414,2026-04-22,Refinery,Unsafe Act,pressure relief system was bypassed during contractor activity at the refinery. Immediate corrective action was initiated.,Pressure,Yes,Critical,78,Immediate intervention required
OIL-SAF-03947,2025-02-05,Production Unit,Unsafe Act,load was unstable during lifting during plant operation at the production unit. Immediate corrective action was initiated.,Lifting,Yes,Critical,88,Stop activity and correct hazard
OIL-SAF-01337,2026-03-21,Maintenance Area,Unsafe Act,critical safety barrier was bypassed during routine maintenance at the maintenance area.,Process Safety,Yes,High,89,Corrective action and follow-up required
OIL-SAF-02190,2026-07-06,Pipeline Area,Near Miss,pressure relief system was bypassed during plant operation at the pipeline area. Immediate corrective action was initiated.,Pressure,Yes,Critical,56,Stop activity and correct hazard
OIL-SAF-04595,2025-12-10,Maintenance Area,Near Miss,pressure relief system was bypassed during inspection at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,Medium,95,Immediate intervention required
OIL-SAF-02320,2026-01-10,Workshop,Unsafe Condition,hot work was performed without adequate fire protection during plant operation at the workshop.,Fire/Explosion,Yes,Medium,79,Stop activity and correct hazard
OIL-SAF-04706,2026-03-31,Gas Processing Plant,Near Miss,oil spill was observed on walking surface during equipment maintenance at the gas processing plant. No immediate injury was reported.,Housekeeping,No,Low,52,Inspect area and implement controls
OIL-SAF-03711,2025-05-31,Pipeline Area,Unsafe Condition,oil spill was observed on walking surface during loading/unloading at the pipeline area. No immediate injury was reported.,Housekeeping,No,Low,24,Immediate intervention required
OIL-SAF-04849,2026-07-19,Drilling Site,Unsafe Condition,required PPE was not worn during equipment maintenance at the drilling site. No immediate injury was reported.,PPE,No,Low,11,Inspect area and implement controls
OIL-SAF-01172,2026-05-29,Pipeline Area,Near Miss,critical safety barrier was bypassed during routine maintenance at the pipeline area. Immediate corrective action was initiated.,Process Safety,Yes,Critical,58,Stop activity and correct hazard
OIL-SAF-04326,2025-08-18,Maintenance Area,Near Miss,pressurized equipment was opened without depressurization during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,High,98,Corrective action and follow-up required
OIL-SAF-02695,2026-01-22,Maintenance Area,Unsafe Act,damaged electrical cable was found in work area during contractor activity at the maintenance area.,Electrical,No,Low,44,Corrective action and follow-up required
OIL-SAF-01423,2025-10-04,Production Unit,Unsafe Act,electrical panel was opened without isolation during contractor activity at the production unit. Immediate corrective action was initiated.,Electrical,Yes,High,92,Immediate intervention required
OIL-SAF-02342,2026-03-03,Refinery,Unsafe Condition,worked inside vessel without atmospheric monitoring during inspection at the refinery. Immediate corrective action was initiated.,Confined Space,Yes,High,97,Supervisor review required
OIL-SAF-02652,2026-05-14,Loading Area,Near Miss,gas leak was detected near an ignition source during plant operation at the loading area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,56,Corrective action and follow-up required
OIL-SAF-04156,2026-05-26,Refinery,Unsafe Condition,pipeline maintenance started without pressure isolation during contractor activity at the refinery. Immediate corrective action was initiated.,Pressure,Yes,High,62,Inspect area and implement controls
OIL-SAF-01465,2026-07-18,Storage Area,Near Miss,required PPE was not worn during routine maintenance at the storage area.,PPE,Yes,High,71,Supervisor review required
OIL-SAF-00875,2026-05-25,Gas Processing Plant,Near Miss,vehicle and pedestrian routes were not segregated during loading/unloading at the gas processing plant. No immediate injury was reported.,Heavy Equipment,No,Medium,50,Immediate intervention required
OIL-SAF-03340,2025-08-22,Maintenance Area,Near Miss,worker handled hazardous chemical without required protection during inspection at the maintenance area.,Chemical Exposure,Yes,Critical,87,Inspect area and implement controls
OIL-SAF-04341,2026-04-09,Production Unit,Near Miss,lockout tagout was not applied before maintenance during contractor activity at the production unit. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,60,Stop activity and correct hazard
OIL-SAF-01252,2025-12-17,Maintenance Area,Unsafe Act,materials were stacked unsafely during routine maintenance at the maintenance area. No immediate injury was reported.,Housekeeping,No,Low,8,Inspect area and implement controls
OIL-SAF-02349,2025-11-29,Loading Area,Unsafe Condition,worker was exposed to high pressure line during routine maintenance at the loading area.,Pressure,No,Medium,30,Corrective action and follow-up required
OIL-SAF-00841,2025-07-14,Gas Processing Plant,Near Miss,scaffold had missing guardrails during plant operation at the gas processing plant. Immediate corrective action was initiated.,Working at Height,Yes,High,75,Corrective action and follow-up required
OIL-SAF-04569,2026-03-15,Production Unit,Near Miss,critical safety barrier was bypassed during equipment maintenance at the production unit. Immediate corrective action was initiated.,Process Safety,Yes,High,77,Inspect area and implement controls
OIL-SAF-00582,2026-06-30,Refinery,Unsafe Act,load was unstable during lifting during equipment maintenance at the refinery.,Lifting,Yes,High,74,Stop activity and correct hazard
OIL-SAF-00205,2026-07-17,Gas Processing Plant,Unsafe Act,safety gloves were not used during plant operation at the gas processing plant.,PPE,No,Low,43,Supervisor review required
OIL-SAF-01642,2025-09-27,Production Unit,Near Miss,entered tank without permit during loading/unloading at the production unit.,Confined Space,Yes,High,80,Immediate intervention required
OIL-SAF-02015,2025-07-28,Pipeline Area,Near Miss,load was unstable during lifting during loading/unloading at the pipeline area. No immediate injury was reported.,Lifting,No,Low,42,Immediate intervention required
OIL-SAF-00906,2025-11-10,Drilling Site,Unsafe Condition,entered confined space without gas testing during inspection at the drilling site. Immediate corrective action was initiated.,Confined Space,Yes,High,62,Corrective action and follow-up required
OIL-SAF-00632,2025-10-23,Gas Processing Plant,Unsafe Condition,toxic vapor was observed in work area during inspection at the gas processing plant.,Chemical Exposure,No,Low,21,Immediate intervention required
OIL-SAF-03365,2025-01-31,Workshop,Near Miss,worker started maintenance without verifying zero energy during inspection at the workshop. Immediate corrective action was initiated.,Energy Isolation,Yes,High,92,Stop activity and correct hazard
OIL-SAF-01975,2026-02-25,Gas Processing Plant,Near Miss,load was unstable during lifting during plant operation at the gas processing plant.,Lifting,Yes,High,59,Stop activity and correct hazard
OIL-SAF-00163,2026-03-25,Loading Area,Unsafe Condition,person worked near an unprotected edge during inspection at the loading area.,Working at Height,Yes,Critical,56,Immediate intervention required
OIL-SAF-03173,2025-03-10,Gas Processing Plant,Unsafe Condition,damaged electrical cable was found in work area during equipment maintenance at the gas processing plant.,Electrical,Yes,Critical,62,Supervisor review required
OIL-SAF-03613,2025-11-09,Refinery,Near Miss,improper lifting technique was observed during equipment maintenance at the refinery. No immediate injury was reported.,Lifting,No,Medium,51,Inspect area and implement controls
OIL-SAF-04676,2025-04-04,Drilling Site,Unsafe Act,required PPE was not worn during routine maintenance at the drilling site.,PPE,No,Low,42,Inspect area and implement controls
OIL-SAF-00618,2025-02-04,Refinery,Near Miss,safety gloves were not used during contractor activity at the refinery.,PPE,No,Low,35,Supervisor review required
OIL-SAF-04069,2026-05-07,Pipeline Area,Unsafe Act,hot work was performed without adequate fire protection during routine maintenance at the pipeline area. Immediate corrective action was initiated.,Fire/Explosion,Yes,Medium,73,Corrective action and follow-up required
OIL-SAF-01432,2026-07-18,Loading Area,Unsafe Act,person worked near an unprotected edge during routine maintenance at the loading area. Immediate corrective action was initiated.,Working at Height,Yes,High,91,Stop activity and correct hazard
OIL-SAF-00548,2026-01-16,Storage Area,Near Miss,technician used ladder without proper fall protection during equipment maintenance at the storage area.,Working at Height,Yes,High,60,Supervisor review required
OIL-SAF-03335,2026-04-27,Refinery,Unsafe Condition,entered tank without permit during plant operation at the refinery. Immediate corrective action was initiated.,Confined Space,Yes,Critical,85,Immediate intervention required
OIL-SAF-04547,2025-02-08,Refinery,Unsafe Act,process deviation was observed without corrective action during loading/unloading at the refinery. No immediate injury was reported.,Process Safety,No,Low,17,Stop activity and correct hazard
OIL-SAF-04224,2025-10-13,Refinery,Unsafe Condition,toxic vapor was observed in work area during plant operation at the refinery.,Chemical Exposure,Yes,Critical,60,Stop activity and correct hazard
